DATAFLOW,REF_AREA,FREQ,MEASURE,SEX,AGE,STU,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,SOURCE,NOTE_SOURCE,NOTE_INDICATOR,NOTE_CLASSIF,DECIMALS,UPPER_BOUND,LOWER_BOUND
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2003,5.172,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2003,6.717,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2003,10.089,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2003,7.941,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2003,11.261,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2004,7.473,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2004,6.032,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2004,9.311,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2004,6.979,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2004,5.766,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2004,13.439,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2004,8.452,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2004,6.403,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2004,11.033,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2004,7.062,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2004,5.99,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2004,7.766,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2004,7.961,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2004,7.261,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2004,8.818,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2004,7.623,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2004,8.1,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2004,,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2004,9.151,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2004,8.477,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2004,9.873,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2004,7.317,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2004,5.12,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2004,8.766,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2004,6.935,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2004,4.727,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2004,9.88,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2004,6.306,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2004,3.2,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2004,20.492,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2004,7.688,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2004,4.456,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2004,12.566,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2004,6.769,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2004,6.987,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2004,6.627,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2005,7.351,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2005,7.817,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2005,6.671,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2005,9.736,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2005,9.127,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2005,13.773,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2005,7.642,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2005,8.182,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2005,6.909,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2005,5.522,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2005,5.614,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2005,5.455,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2005,7.524,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2005,8.358,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2005,6.458,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2005,10.089,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2005,9.624,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2005,13.154,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2005,7.374,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2005,8.491,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2005,6.144,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2005,5.937,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2005,6.333,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2005,5.688,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2005,7.159,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2005,7.283,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2005,6.948,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2005,9.346,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2005,8.58,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2005,14.466,U,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2005,7.928,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2005,7.908,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2005,7.962,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2005,5.049,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2005,4.93,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_F,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2005,5.151,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2006,6.678,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2006,6.795,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2006,6.499,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2006,9.423,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2006,8.528,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y15-19,STU_EDU_NO,2006,15.849,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_TOTAL,2006,6.085,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_YES,2006,6.101,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y20-24,STU_EDU_NO,2006,6.063,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_TOTAL,2006,5.127,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_YES,2006,4.912,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_T,AGE_YTHBANDS_Y25-29,STU_EDU_NO,2006,5.286,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_TOTAL,2006,6.436,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_YES,2006,7.116,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-29,STU_EDU_NO,2006,5.485,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_TOTAL,2006,10.774,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
ILO:DF_UNE_3EAP_SEX_AGE_STU_RT(1.0),DNK,A,UNE_3EAP_RT,SEX_M,AGE_YTHBANDS_Y15-19,STU_EDU_YES,2006,9.707,,RT,PT,0,LFS - EU Labour Force Survey,Repository: ILO-STATISTICS - Micro data processing,,,1,,
